"security_id","company_name","canonical_sha256","source_column","observed_value","occurrence_count","is_known_status"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업][정정]사업보고서_IFRS(원문XBRL)(2022.07.27).zip, 발견됨, 크기 221087 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업][정정]사업보고서_IFRS(원문XBRL)(2023.03.09).zip, 발견됨, 크기 221060 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]반기보고서_IFRS(원문XBRL)(2023.08.11).zip, 발견됨, 크기 211737 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]반기보고서_IFRS(원문XBRL)(2024.08.13).zip, 발견됨, 크기 817779 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]반기보고서_IFRS(원문XBRL)(2025.08.14).zip, 발견됨, 크기 830907 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]반기보고서_IFRS(원문XBRL)(2020.08.14).zip, 발견됨, 크기 213126 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]반기보고서_IFRS(원문XBRL)(2021.08.13).zip, 발견됨, 크기 214512 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]반기보고서_IFRS(원문XBRL)(2022.08.11).zip, 발견됨, 크기 210181 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업][정정]분기보고서_IFRS(원문XBRL)(2022.07.27).zip, 발견됨, 크기 212540 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]분기보고서_IFRS(원문XBRL)(2022.11.11).zip, 발견됨, 크기 211050 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]분기보고서_IFRS(원문XBRL)(2023.05.12).zip, 발견됨, 크기 213805 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]분기보고서_IFRS(원문XBRL)(2020.11.16).zip, 발견됨, 크기 213332 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]분기보고서_IFRS(원문XBRL)(2021.05.14).zip, 발견됨, 크기 211990 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","anomaly_note_dart_xls_folder","주의: raw_files/dart_xls 폴더에 동일 보고서의 'IFRS(원문XBRL)' 명명 zip 파일이 존재함 ([효성중공업]분기보고서_IFRS(원문XBRL)(2021.11.12).zip, 발견됨, 크기 216331 bytes). 다만 원문 정리본 v0.1(00_안내 시트)과 298040_SOURCE_PAIR_STATUS.csv는 이 회사를 XBRL ZIP 없이 PDF_ONLY로 처리하도록 명시하고 있어, 본 작업에서는 지시된 설계대로 PDF_ONLY/XBRL 대조 제한 상태로 기록함. dart_xls 폴더 파일의 성격(실제 XBRL 원문 여부, 폴더명 오류 여부)은 본 작업 범위를 벗어나며 QA및누락점검 시트에 별도 특이사항으로 기록함.","1","False"
"298040","효성중공업","079A4E00AA80D23AEA0D86C3CDD37DA22837D4AB0FAA1077F4772E51CC1F2EF7","note","PDF_ONLY는 실패가 아니라 XBRL 대조 제한 상태임(원문 정리본 v0.1 및 SOPH_RUN_REQUEST_298040.md 명시). XBRL ZIP이 없는 보고서에 다른 보고서의 XBRL을 대체 사용하지 않음.","24","False"
"079550","LIG넥스원","08881B9C074D29F1CD91867F0CCC8BAF86D6ACE1CE530675F9A889C8C6FECE35","report_type","분기보고서","11","False"
"079550","LIG넥스원","08881B9C074D29F1CD91867F0CCC8BAF86D6ACE1CE530675F9A889C8C6FECE35","report_type","사업보고서","6","False"
"079550","LIG넥스원","08881B9C074D29F1CD91867F0CCC8BAF86D6ACE1CE530675F9A889C8C6FECE35","report_type","반기보고서","5","False"
"079550","LIG넥스원","08881B9C074D29F1CD91867F0CCC8BAF86D6ACE1CE530675F9A889C8C6FECE35","source_pair_status","PDF_XBRL_PAIR","22","True"
"079550","LIG넥스원","08881B9C074D29F1CD91867F0CCC8BAF86D6ACE1CE530675F9A889C8C6FECE35","판정_금지_안내","최종 편입/테마 적격성 판정 아님","22","False"
"064400","LG CNS","3DB3ADB33FAFD11A4450C6459FB2550F87D1BA3860D1DEFC48C367E8D8BD3B46","report_type_kr","분기보고서","12","False"
"064400","LG CNS","3DB3ADB33FAFD11A4450C6459FB2550F87D1BA3860D1DEFC48C367E8D8BD3B46","report_type_kr","사업보고서","6","False"
"064400","LG CNS","3DB3ADB33FAFD11A4450C6459FB2550F87D1BA3860D1DEFC48C367E8D8BD3B46","report_type_kr","반기보고서","6","False"
"064400","LG CNS","3DB3ADB33FAFD11A4450C6459FB2550F87D1BA3860D1DEFC48C367E8D8BD3B46","pair_status","PDF_ONLY","13","True"
"064400","LG CNS","3DB3ADB33FAFD11A4450C6459FB2550F87D1BA3860D1DEFC48C367E8D8BD3B46","pair_status","PDF_XBRL_PAIR","11","True"
"018260","삼성SDS","4707AF32ED2ADF89B104D3196C532541DBCF0DCF3F6FC4BFEE8E7DCFE78316C7","report_type_kr","분기보고서","12","False"
"018260","삼성SDS","4707AF32ED2ADF89B104D3196C532541DBCF0DCF3F6FC4BFEE8E7DCFE78316C7","report_type_kr","사업보고서","6","False"
"018260","삼성SDS","4707AF32ED2ADF89B104D3196C532541DBCF0DCF3F6FC4BFEE8E7DCFE78316C7","report_type_kr","반기보고서","5","False"
"018260","삼성SDS","4707AF32ED2ADF89B104D3196C532541DBCF0DCF3F6FC4BFEE8E7DCFE78316C7","pair_status","PAIRED","23","False"
"267260","HD현대일렉트릭","6003DE322AB76DF0BD29EF794DE6DF4E425A4B5632B764D8DEF06113106FA2F1","report_type_kr","분기보고서","12","False"
"267260","HD현대일렉트릭","6003DE322AB76DF0BD29EF794DE6DF4E425A4B5632B764D8DEF06113106FA2F1","report_type_kr","사업보고서","6","False"
"267260","HD현대일렉트릭","6003DE322AB76DF0BD29EF794DE6DF4E425A4B5632B764D8DEF06113106FA2F1","report_type_kr","반기보고서","6","False"
"267260","HD현대일렉트릭","6003DE322AB76DF0BD29EF794DE6DF4E425A4B5632B764D8DEF06113106FA2F1","pair_status","PAIRED","24","False"
"012450","한화에어로스페이스","60F311A853351B34218907E50B73D9BBD9807D436632B7CE37C0439126629DA3","report_type","분기보고서","10","False"
"012450","한화에어로스페이스","60F311A853351B34218907E50B73D9BBD9807D436632B7CE37C0439126629DA3","report_type","반기보고서","5","False"
"012450","한화에어로스페이스","60F311A853351B34218907E50B73D9BBD9807D436632B7CE37C0439126629DA3","report_type","사업보고서","4","False"
"012450","한화에어로스페이스","60F311A853351B34218907E50B73D9BBD9807D436632B7CE37C0439126629DA3","pair_status","PAIRED","19","False"
"010120","LS일렉트릭","BD9D2C9861816530E8C83AE494136D0E7F1F79932550BA626AB3A78465F57D3F","report_type_kr","분기보고서","11","False"
"010120","LS일렉트릭","BD9D2C9861816530E8C83AE494136D0E7F1F79932550BA626AB3A78465F57D3F","report_type_kr","사업보고서","6","False"
"010120","LS일렉트릭","BD9D2C9861816530E8C83AE494136D0E7F1F79932550BA626AB3A78465F57D3F","report_type_kr","반기보고서","5","False"
"010120","LS일렉트릭","BD9D2C9861816530E8C83AE494136D0E7F1F79932550BA626AB3A78465F57D3F","pair_status","PAIRED","22","False"
"307950","현대오토에버","EFC012868E8DB4C3AC4597B20EE8C5A245A54502D4388B48A627A4E20233360B","보고서유형(세분류)","사업보고서","6","False"
"307950","현대오토에버","EFC012868E8DB4C3AC4597B20EE8C5A245A54502D4388B48A627A4E20233360B","보고서유형(세분류)","1분기보고서","6","False"
"307950","현대오토에버","EFC012868E8DB4C3AC4597B20EE8C5A245A54502D4388B48A627A4E20233360B","보고서유형(세분류)","반기보고서","6","False"
"307950","현대오토에버","EFC012868E8DB4C3AC4597B20EE8C5A245A54502D4388B48A627A4E20233360B","보고서유형(세분류)","3분기보고서","6","False"
"307950","현대오토에버","EFC012868E8DB4C3AC4597B20EE8C5A245A54502D4388B48A627A4E20233360B","원본상태값","PDF_XBRL_PAIR","24","True"
"307950","현대오토에버","EFC012868E8DB4C3AC4597B20EE8C5A245A54502D4388B48A627A4E20233360B","대응판정","PAIRED","24","False"
